1	-0.89094
2	-0.8892
3	-0.89477
4	-0.87484
5	-0.8572
6	-0.85233
7	-0.86213
8	-0.85316
9	-0.82673
10	-0.81878
11	-0.81228
12	-0.83875
13	-0.83088
14	-0.81551
15	-0.79176
16	-0.79985
17	-0.78474
18	-0.77601
19	-0.78244
20	-0.7833
21	-0.76307
22	-0.78645
23	-0.79115
24	-0.77415
25	-0.77092
26	-0.75843
27	-0.7456
28	-0.74754
29	-0.74224
30	-0.72859
31	-0.72117
32	-0.72334
33	-0.70609
34	-0.70566
35	-0.71856
36	-0.70186
37	-0.6849
38	-0.66987
39	-0.67334
40	-0.65435
41	-0.67022
42	-0.64185
43	-0.67648
44	-0.65001
45	-0.63753
46	-0.62366
47	-0.6275
48	-0.62422
49	-0.61031
50	-0.61684
51	-0.60813
52	-0.61241
53	-0.60585
54	-0.5805
55	-0.58581
56	-0.56939
57	-0.56868
58	-0.56224
59	-0.56301
60	-0.5528
61	-0.54993
62	-0.56909
63	-0.54117
64	-0.54219
65	-0.51087
66	-0.51634
67	-0.49128
68	-0.50669
69	-0.49386
70	-0.50656
71	-0.4921
72	-0.49799
73	-0.48295
74	-0.48561
75	-0.4785
76	-0.47007
77	-0.48009
78	-0.47532
79	-0.48258
80	-0.45498
81	-0.43199
82	-0.44504
83	-0.45265
84	-0.43059
85	-0.44564
86	-0.41712
87	-0.4042
88	-0.40873
89	-0.3975
90	-0.42281
91	-0.40153
92	-0.40507
93	-0.40901
94	-0.37819
95	-0.3887
96	-0.36958
97	-0.38217
98	-0.36223
99	-0.37055
100	-0.36548
101	-0.37829
102	-0.35522
103	-0.36487
104	-0.33408
105	-0.34914
106	-0.34291
107	-0.34339
108	-0.33827
109	-0.33271
110	-0.33351
111	-0.30683
112	-0.3262
113	-0.31668
114	-0.30938
115	-0.28675
116	-0.28775
117	-0.29688
118	-0.28177
119	-0.28025
120	-0.28496
121	-0.28975
122	-0.28916
123	-0.26142
124	-0.28435
125	-0.27208
126	-0.27893
127	-0.26057
128	-0.25763
129	-0.27574
130	-0.27405
131	-0.25298
132	-0.25959
133	-0.23511
134	-0.2458
135	-0.22347
136	-0.2416
137	-0.23618
138	-0.22692
139	-0.23774
140	-0.23012
141	-0.24858
142	-0.23645
143	-0.20388
144	-0.2186
145	-0.20406
146	-0.20716
147	-0.20857
148	-0.19681
149	-0.19491
150	-0.2159
151	-0.21157
152	-0.20077
153	-0.17856
154	-0.20015
155	-0.18669
156	-0.18222
157	-0.19275
158	-0.18736
159	-0.17981
160	-0.19324
161	-0.1658
162	-0.18253
163	-0.15295
164	-0.19525
165	-0.15022
166	-0.16219
167	-0.17537
168	-0.17272
169	-0.16795
170	-0.15817
171	-0.16437
172	-0.17005
173	-0.17352
174	-0.16809
175	-0.16098
176	-0.16117
177	-0.14453
178	-0.13699
179	-0.15919
180	-0.13927
181	-0.13567
182	-0.13303
183	-0.13467
184	-0.12969
185	-0.13797
186	-0.12431
187	-0.13981
188	-0.14338
189	-0.13305
190	-0.12207
191	-0.13251
192	-0.12822
193	-0.11997
194	-0.12982
195	-0.12914
196	-0.12117
197	-0.11658
198	-0.11596
199	-0.11328
200	-0.1288
201	-0.12744
202	-0.098164
203	-0.10926
204	-0.11941
205	-0.089582
206	-0.11234
207	-0.12025
208	-0.095959
209	-0.11192
210	-0.10963
211	-0.092541
212	-0.087471
213	-0.10218
214	-0.080426
215	-0.098832
216	-0.10429
217	-0.064929
218	-0.10265
219	-0.089783
220	-0.087781
221	-0.095679
222	-0.091256
223	-0.074304
224	-0.10751
225	-0.095565
226	-0.073877
227	-0.078343
228	-0.078542
229	-0.086788
230	-0.068224
231	-0.094046
232	-0.057152
233	-0.05176
234	-0.05957
235	-0.046351
236	-0.081352
237	-0.073262
238	-0.055094
239	-0.051326
240	-0.04754
241	-0.072817
242	-0.069809
243	-0.054669
244	-0.060482
245	-0.068159
246	-0.0723
247	-0.031666
248	-0.075941
249	-0.054278
250	-0.038254
251	-0.030141
252	-0.065643
253	-0.029817
254	-0.031657
255	-0.051838
256	-0.060186
257	-0.04285
258	-0.043461
259	-0.066133
260	-0.063239
261	-0.037087
262	-0.031827
263	-0.034145
264	-0.041857
265	-0.017291
266	-0.029041
267	-0.020255
268	-0.039074
269	-0.033719
270	-0.021095
271	-0.026956
272	-0.021882
273	-0.0048726
274	-0.020376
275	-0.02375
276	-0.04059
277	-0.036219
278	-0.0070135
279	-0.022296
280	-0.012491
281	-0.015738
282	-0.0024388
283	-0.0040771
284	-0.029762
285	-0.011902
286	-0.0035214
287	-0.0097997
288	-0.024534
289	-0.0064085
290	-0.0011654
291	-0.0086152
292	-0.02457
293	0.0047118
294	-0.028916
295	-0.0035003
296	0.009169
297	0.0039526
298	-0.00033988
299	0.0023404
300	0.01033
301	-0.0084862
302	-0.0062152
303	0.020688
304	0.011645
305	-0.0075669
306	0.025047
307	-0.0061201
308	0.001146
309	0.0013731
310	0.017951
311	0.029541
312	-0.0020716
313	0.010672
314	-0.0013247
315	0.028683
316	0.016889
317	0.0095431
318	0.019504
319	-0.00049742
320	0.0013364
321	0.0099153
322	0.022668
323	0.0086411
324	0.024244
325	0.044253
326	0.026491
327	0.03961
328	0.050704
329	0.037163
330	0.033744
331	0.022036
332	0.03553
333	0.029825
334	0.028537
335	0.058573
336	0.019428
337	0.044224
338	0.019481
339	0.015592
340	0.043882
341	0.051226
342	0.048113
343	0.058371
344	0.044236
345	0.053055
346	0.065615
