347	0.037327
348	0.041924
349	0.046344
350	0.03691
351	0.052679
352	0.047409
353	0.067081
354	0.059493
355	0.038883
356	0.058747
357	0.049695
358	0.080584
359	0.075185
360	0.053523
361	0.051689
362	0.083384
363	0.072965
364	0.059323
365	0.090421
366	0.078211
367	0.067853
368	0.058212
369	0.093298
370	0.061085
371	0.074153
372	0.075172
373	0.086403
374	0.080608
375	0.074426
376	0.091076
377	0.10113
378	0.10035
379	0.07906
380	0.095726
381	0.083616
382	0.08717
383	0.075852
384	0.11356
385	0.079111
386	0.091636
387	0.09641
388	0.080151
389	0.083987
390	0.11236
391	0.092304
392	0.076462
393	0.081848
394	0.10265
395	0.10048
396	0.096483
397	0.10199
398	0.10232
399	0.10368
400	0.11038
401	0.11895
402	0.10315
403	0.12529
404	0.13421
405	0.13984
406	0.10267
407	0.13057
408	0.11926
409	0.14098
410	0.12075
411	0.14524
412	0.12227
413	0.11303
414	0.11218
415	0.14648
416	0.15377
417	0.13206
418	0.11914
419	0.14588
420	0.15026
421	0.12332
422	0.13985
423	0.15555
424	0.16262
425	0.14455
426	0.1585
427	0.13288
428	0.13176
429	0.15842
430	0.13782
431	0.16639
432	0.16799
433	0.15253
434	0.18682
435	0.16956
436	0.16435
437	0.14486
438	0.19396
439	0.18172
440	0.18737
441	0.189
442	0.19556
443	0.19535
444	0.18708
445	0.19337
446	0.17436
447	0.1949
448	0.17786
449	0.21927
450	0.18431
451	0.22095
452	0.19391
453	0.20624
454	0.2236
455	0.21028
456	0.22428
457	0.23402
458	0.22034
459	0.24108
460	0.22963
461	0.24013
462	0.23664
463	0.24055
464	0.23409
465	0.24605
466	0.24352
467	0.23778
468	0.25643
469	0.25033
470	0.2518
471	0.23488
472	0.23638
473	0.26118
474	0.26195
475	0.27257
476	0.27248
477	0.25838
478	0.28915
479	0.28319
480	0.26411
481	0.30842
482	0.29063
483	0.31949
484	0.30425
485	0.28591
486	0.2994
487	0.31849
488	0.30851
489	0.31397
490	0.32924
491	0.33961
492	0.33101
493	0.32417
494	0.34197
495	0.32104
496	0.3264
497	0.35862
498	0.34873
499	0.34227
500	0.34421
501	0.35347
502	0.34396
503	0.37387
504	0.37902
505	0.39796
506	0.38324
507	0.40536
508	0.38671
509	0.39246
510	0.40529
511	0.38967
512	0.42497
513	0.41399
514	0.43079
515	0.42947
516	0.42038
517	0.43082
518	0.44799
519	0.42694
520	0.46666
521	0.47328
522	0.44902
523	0.46256
524	0.4659
525	0.45095
526	0.49041
527	0.47513
528	0.50512
529	0.47946
530	0.50186
531	0.49952
532	0.50961
533	0.49961
534	0.5153
535	0.50945
536	0.536
537	0.52819
538	0.53347
539	0.55665
540	0.5494
541	0.53549
542	0.54185
543	0.5642
544	0.57446
545	0.57279
546	0.55152
547	0.58588
548	0.60063
549	0.58082
550	0.61772
551	0.61831
552	0.6137
553	0.62137
554	0.61579
555	0.62675
556	0.61578
557	0.65776
558	0.6338
559	0.65857
560	0.66724
561	0.66536
562	0.67823
563	0.673
564	0.66383
565	0.70365
566	0.69537
567	0.69346
568	0.71739
569	0.70163
570	0.73424
571	0.71946
572	0.7139
573	0.73155
574	0.72872
575	0.73627
576	0.73713
577	0.74263
578	0.76319
579	0.77694
580	0.78024
581	0.78092
582	0.76262
583	0.78826
584	0.77709
585	0.79198
586	0.82738
587	0.81121
588	0.82481
589	0.8334
590	0.84173
591	0.85401
592	0.84227
593	0.84385
594	0.85547
595	0.84949
596	0.8857
597	0.88769
598	0.89071
599	0.88662
600	0.88069
601	0.87805
